Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
MASSAPE;CE;4218210;6316;667.86;168.09;180;600;650;750;2120
MASSAPE DO PIAUI;PI;724399;1051;689.25;123.64;325;600;650;750;1294
MASSARANDUBA;PB;1950829;2932;665.36;138.64;180;600;650;750;1686
MASSARANDUBA;SC;233413;335;696.76;230.52;180;600;690;800;1586
MATA;RS;219041;335;653.85;156.77;205;600;646;705;1618
MATA DE SAO JOAO;BA;5341261;8012;666.66;155.92;180;600;650;750;1928
MATA GRANDE;AL;2904840;4118;705.4;171.98;205;600;650;760;2238
MATA ROMA;MA;3121377;4218;740.01;198.91;180;600;700;800;2020
MATA VERDE;MG;1161703;1803;644.32;135.07;191;600;600;700;1644
MATAO;SP;2254606;3425;658.28;173.82;180;600;650;750;2078
MATARACA;PB;1209458;1788;676.43;197.27;180;600;650;750;2070
MATEIROS;TO;209343;261;802.08;284.04;255;600;750;950;2154
MATELANDIA;PR;155572;231;673.47;266.68;180;473;650;800;1636
MATERLANDIA;MG;509515;766;665.16;144.71;205;600;650;750;1444
MATEUS LEME;MG;1903787;2756;690.78;178.65;205;600;650;750;2110
MATHIAS LOBATO;MG;478995;728;657.96;131.19;280;600;600;700;1261
MATIAS BARBOSA;MG;582901;884;659.39;176.88;180;600;650;750;1544
MATIAS CARDOSO;MG;1038858;1496;694.42;178.72;180;600;650;782;1678
MATIAS OLIMPIO;PI;1805509;2601;694.16;147.21;280;600;650;750;1812
MATINA;BA;1685972;2487;677.91;143.56;325;600;650;750;1978
MATINHA;MA;4047261;5819;695.53;163.92;205;600;650;750;2204
MATINHAS;PB;681073;978;696.39;164.46;238;600;650;750;1970
MATINHOS;PR;1828324;2670;684.77;190.27;180;600;650;790;2362
MATIPO;MG;2185838;3228;677.15;160.58;180;600;650;750;1920
MATO CASTELHANO;RS;80920;122;663.28;184.01;263;592;645;750;1336
MATO GROSSO;PB;408212;605;674.73;114.83;325;600;650;750;1452
MATO LEITAO;RS;108765;157;692.77;206.81;288;600;650;750;2162
MATO QUEIMADO;RS;40597;63;644.4;172.81;300;600;650;700;1252
MATO RICO;PR;307606;444;692.81;150.2;300;600;650;750;1544
MATO VERDE;MG;1249781;1879;665.13;125.0;205;600;650;750;1836
MATOES;MA;4827835;6633;727.85;211.53;205;600;650;800;2320
MATOES DO NORTE;MA;1607078;2285;703.32;185.56;180;600;650;750;1962
MATOS COSTA;SC;181217;247;733.67;185.07;300;600;700;800;1604
MATOZINHOS;MG;1778557;2646;672.17;167.42;180;600;650;750;1736
MATRINCHA;GO;422426;670;630.49;162.7;205;600;600;750;1544
MATRIZ DE CAMARAGIBE;AL;3187671;4679;681.27;160.43;180;600;650;750;1978
MATUPA;MT;439207;625;702.73;281.47;230;501;700;810;3134
MATUREIA;PB;1103667;1639;673.38;137.83;300;600;640;750;1828
MATUTINA;MG;133489;191;698.9;159.96;325;600;700;755;1402
MAUA;SP;12003792;17090;702.39;156.97;180;600;650;750;2838
MAUA DA SERRA;PR;577306;841;686.45;186.95;205;600;650;800;1736
MAUES;AM;11029124;14352;768.47;247.86;255;600;700;810;2604
MAURILANDIA;GO;686433;1018;674.3;153.4;205;600;650;750;1252
MAURILANDIA DO TOCANTINS;TO;366295;535;684.66;213.19;180;590;650;750;1822
MAURITI;CE;5712138;8311;687.3;154.4;180;600;650;750;2028
MAXARANGUAPE;RN;1035577;1550;668.11;194.39;180;600;650;750;2220
MAXIMILIANO DE ALMEIDA;RS;174354;257;678.42;179.78;180;600;650;750;1636
MAZAGAO;AP;4059184;5337;760.57;238.53;180;600;740;850;2412
MEDEIROS;MG;230950;327;706.27;134.02;325;600;700;800;1252
MEDEIROS NETO;BA;2733096;4103;666.12;141.06;180;600;650;750;1676
MEDIANEIRA;PR;597936;939;636.78;229.96;205;450;600;750;1936
MEDICILANDIA;PA;4717863;6804;693.4;152.92;205;600;650;750;2162
MEDINA;MG;1738751;2616;664.66;177.47;180;600;600;750;2404
MELEIRO;SC;162765;229;710.76;233.07;230;600;650;800;1988
MELGACO;PA;5190221;6292;824.89;320.54;180;600;750;900;2646
MENDES;RJ;1279984;1956;654.39;156.9;180;600;600;740;1736
MENDES PIMENTEL;MG;476070;704;676.24;153.82;205;600;650;750;1868
MENDONCA;SP;134328;199;675.02;196.3;263;600;700;800;1636
MERCEDES;PR;57285;91;629.51;222.21;205;412;650;800;1252
MERCES;MG;558729;832;671.55;151.8;280;600;650;750;1594
MERIDIANO;SP;129372;198;653.39;217.32;255;600;600;750;1928
MERUOCA;CE;1575770;2210;713.02;186.22;230;600;650;800;2012
MESOPOLIS;SP;51822;80;647.78;177.29;255;586;650;762;960
MESQUITA;MG;334564;505;662.5;160.58;230;600;640;750;1828
MESQUITA;RJ;16322055;25232;646.88;139.58;180;600;600;700;2546
MESSIAS;AL;1617574;2298;703.91;200.17;180;600;657;800;2754
MESSIAS TARGINO;RN;626881;984;637.07;133.67;180;590;600;740;1344
MIGUEL ALVES;PI;5500010;7768;708.03;185.45;205;600;650;750;2504
MIGUEL CALMON;BA;3218726;4751;677.48;137.85;205;600;650;750;1656
MIGUEL LEAO;PI;147696;229;644.96;179.24;205;590;640;750;1686
MIGUEL PEREIRA;RJ;2380616;3588;663.49;141.84;205;600;600;750;2120
MIGUELOPOLIS;SP;1718704;2611;658.26;131.68;230;600;600;750;1684
MILAGRES;BA;1527512;2348;650.56;161.79;180;600;600;750;2458
MILAGRES;CE;3797768;5656;671.46;136.96;180;600;650;750;1694
MILAGRES DO MARANHAO;MA;1232057;1657;743.55;203.79;50;600;700;800;2028
MILHA;CE;1912112;2902;658.89;149.05;205;600;600;750;2028
MILTON BRANDAO;PI;983515;1425;690.19;145.57;275;600;650;750;1544
MIMOSO DE GOIAS;GO;233071;335;695.73;156.84;230;600;650;750;1486
MIMOSO DO SUL;ES;2405019;3650;658.91;133.82;205;600;600;750;1878
MINACU;GO;1669342;2431;686.69;170.28;180;600;650;750;1886
MINADOR DO NEGRAO;AL;661433;929;711.98;176.7;325;600;650;750;2262
MINAS DO LEAO;RS;590622;908;650.46;149.76;180;600;600;750;1352
MINAS NOVAS;MG;2034431;2946;690.57;176.22;205;600;650;750;2078
MINDURI;MG;235480;345;682.55;170.48;205;600;640;750;1546
MINEIROS;GO;3085225;4477;689.13;186.93;180;600;674;800;1878
MINEIROS DO TIETE;SP;603313;892;676.36;163.42;205;600;650;750;1444
MINISTRO ANDREAZZA;RO;365449;531;688.23;196.73;300;600;700;800;1636
MIRA ESTRELA;SP;79085;120;659.04;174.35;180;600;650;750;1252
MIRABELA;MG;1266336;1866;678.64;156.85;205;600;650;750;1678
MIRACATU;SP;1740024;2504;694.9;179.42;180;600;650;750;2120
MIRACEMA;RJ;2611738;3953;660.7;145.08;180;600;608;750;1912
MIRACEMA DO TOCANTINS;TO;1174661;1657;708.91;217.85;205;600;650;800;2120
MIRADOR;MA;3556510;4950;718.49;176.4;263;600;650;800;2654
MIRADOR;PR;148995;216;689.79;182.33;205;600;650;750;1302
MIRADOURO;MG;543993;860;632.55;163.77;205;600;650;750;1444
MIRAGUAI;RS;237483;356;667.09;168.28;205;600;650;750;1406
MIRAI;MG;600184;899;667.61;162.92;205;600;650;750;1522
MIRAIMA;CE;2291342;3384;677.11;155.71;180;600;640;750;1994
MIRANDA;MS;2973305;4192;709.28;197.84;205;600;650;800;2220
MIRANDA DO NORTE;MA;2753303;4037;682.02;147.97;180;600;650;750;1778
MIRANDIBA;PE;2278803;3252;700.74;176.18;205;600;650;750;1970
MIRANDOPOLIS;SP;800902;1161;689.84;175.78;205;600;650;750;1686
MIRANGABA;BA;3254461;4957;656.54;123.57;205;600;600;700;1636
MIRANORTE;TO;1063955;1544;689.09;183.88;180;600;650;750;1694
MIRANTE;BA;1295524;1909;678.64;123.43;300;600;650;750;1836
MIRANTE DA SERRA;RO;402407;613;656.46;225.91;205;450;650;760;1920
MIRANTE DO PARANAPANEMA;SP;777131;1161;669.36;184.4;205;600;650;750;1486
MIRASELVA;PR;70928;108;656.74;179.34;205;600;608;750;1260
MIRASSOL;SP;1265356;1831;691.07;210.82;180;600;650;800;2054
MIRASSOL D'OESTE;MT;1957607;2884;678.78;170.32;180;600;650;750;2020
MIRASSOLANDIA;SP;277893;407;682.78;144.27;300;600;650;750;1352
MIRAVANIA;MG;424547;620;684.75;182.22;205;600;650;750;1912
MIRIM DOCE;SC;19736;30;657.87;200.9;325;525;650;787;1050
MIRINZAL;MA;2752958;4107;670.31;151.88;230;600;600;750;2066
MISSAL;PR;387604;551;703.46;161.7;180;600;650;754;1636
MISSAO VELHA;CE;5047993;7168;704.24;153.68;180;600;650;760;2062
MOCAJUBA;PA;5393538;7347;734.11;194.08;180;600;700;800;2596
MOCOCA;SP;1978286;2837;697.32;190.72;180;600;650;782;2152
MODELO;SC;63567;91;698.54;162.13;255;600;650;785;1076
MOEDA;MG;293381;430;682.28;178.63;205;600;650;750;1920
MOEMA;MG;362370;512;707.75;164.67;300;600;650;800;1820
MOGEIRO;PB;2199695;3293;667.99;150.78;180;600;650;750;1836
MOGI DAS CRUZES;SP;23619350;34665;681.36;167.47;180;600;650;750;2604
MOGI GUACU;SP;3756408;5381;698.09;173.76;205;600;650;800;2120
MOGI MIRIM;SP;1625442;2348;692.27;192.8;180;600;650;790;1970
MOIPORA;GO;117610;179;657.04;150.14;205;600;600;750;1244
MOITA BONITA;SE;1312826;1983;662.04;135.13;205;600;650;750;1828
MOJU;PA;12289921;17702;694.27;188.1;180;600;650;750;2604
MOJUI DOS CAMPOS;PA;2827653;3835;737.33;192.72;180;600;700;800;2554
MOMBACA;CE;5046026;7608;663.25;144.28;180;600;640;750;2020
MOMBUCA;SP;218580;316;691.71;197.98;205;600;650;800;1586
MONCAO;MA;5130502;7022;730.63;188.13;230;600;700;750;2446
MONCOES;SP;45231;68;665.16;184.72;300;600;645;750;1202
MONDAI;SC;98405;146;674.01;254.51;180;552;650;800;2178
MONGAGUA;SP;3349672;4714;710.58;187.5;180;600;650;800;2352
MONJOLOS;MG;114814;172;667.52;174.02;300;600;650;702;1436
MONSENHOR GIL;PI;1230224;1796;684.98;163.01;180;600;650;750;1836
MONSENHOR HIPOLITO;PI;1281143;1911;670.4;113.51;300;600;650;750;1544
MONSENHOR PAULO;MG;361572;520;695.33;165.22;230;600;650;792;1526
MONSENHOR TABOSA;CE;3370797;5174;651.49;134.67;230;600;600;700;1892
MONTADAS;PB;810659;1195;678.38;167.82;205;600;650;750;1936
MONTALVANIA;MG;1604010;2324;690.19;164.47;180;600;650;750;1736
MONTANHA;ES;1561217;2375;657.35;171.13;180;600;600;750;1786
MONTANHAS;RN;1705828;2522;676.38;156.74;205;600;650;750;1684
MONTAURI;RS;5682;8;710.25;256.0;440;597;650;712;1302
MONTE ALEGRE;PA;8226343;11528;713.6;186.87;180;600;690;800;2204
MONTE ALEGRE;RN;2384467;3606;661.25;159.36;180;600;640;750;1628
MONTE ALEGRE DE GOIAS;GO;902415;1253;720.2;220.45;205;600;650;800;2880
MONTE ALEGRE DE MINAS;MG;1182687;1777;665.55;149.41;180;600;650;750;1786
MONTE ALEGRE DE SERGIPE;SE;2647123;3910;677.01;152.76;300;600;650;750;1978
MONTE ALEGRE DO PIAUI;PI;1421897;2000;710.95;194.65;205;600;650;800;1828
MONTE ALEGRE DO SUL;SP;156200;230;679.13;159.32;205;600;650;750;1252
MONTE ALEGRE DOS CAMPOS;RS;130314;185;704.4;181.91;230;600;700;800;1344
MONTE ALTO;SP;906637;1324;684.77;150.68;255;600;650;750;1594
MONTE APRAZIVEL;SP;1190278;1756;677.83;148.06;230;600;650;750;1552
MONTE AZUL;MG;2040410;3054;668.11;128.38;280;600;640;750;1852
MONTE AZUL PAULISTA;SP;519808;753;690.32;165.46;180;600;650;766;1636
MONTE BELO;MG;476868;715;666.95;188.19;180;600;650;750;1444
MONTE BELO DO SUL;RS;14751;20;737.55;299.19;375;600;650;762;1760
MONTE CARLO;SC;440615;647;681.01;188.51;205;600;650;750;1594
MONTE CARMELO;MG;646372;924;699.54;205.33;205;600;700;800;1728
MONTE CASTELO;SC;567738;800;709.67;172.01;230;600;650;751;2254
MONTE CASTELO;SP;174674;272;642.18;181.17;180;600;600;750;1486
MONTE DAS GAMELEIRAS;RN;397456;580;685.27;139.67;325;600;650;750;1686
MONTE DO CARMO;TO;598253;789;758.24;220.58;263;600;700;850;2070
MONTE FORMOSO;MG;464258;683;679.73;181.81;180;600;650;750;2012
MONTE HOREBE;PB;621743;917;678.02;142.72;263;600;650;750;1678
MONTE MOR;SP;3250177;4889;664.79;182.44;180;600;650;750;1594
MONTE NEGRO;RO;871960;1235;706.04;164.73;205;600;700;800;1686
MONTE SANTO;BA;8652619;12912;670.12;136.05;180;600;600;750;2304
MONTE SANTO DE MINAS;MG;976095;1416;689.33;198.27;205;600;650;800;2262
MONTE SANTO DO TOCANTINS;TO;247540;350;707.26;201.03;230;600;650;757;1636
MONTE SIAO;MG;785371;1124;698.73;177.43;205;600;650;759;1636
MONTEIRO;PB;4582996;6896;664.59;136.65;205;600;600;750;1686
MONTEIRO LOBATO;SP;251531;354;710.54;176.4;180;600;650;800;1636
MONTEIROPOLIS;AL;1230435;1754;701.5;172.09;255;600;650;750;2012
MONTENEGRO;RS;1963941;2883;681.21;166.87;205;600;650;750;1878
MONTES ALTOS;MA;1339376;1907;702.35;192.05;205;600;650;750;1928
MONTES CLAROS;MG;16025152;22756;704.22;198.48;180;600;690;800;2354
MONTES CLAROS DE GOIAS;GO;308117;433;711.59;202.72;205;600;700;800;1828
MONTEZUMA;MG;714396;1030;693.59;143.94;300;600;650;750;1728
MONTIVIDIU;GO;370134;532;695.74;209.58;205;600;700;800;1444
MONTIVIDIU DO NORTE;GO;526738;758;694.91;161.14;255;600;650;750;1736
MORADA NOVA;CE;8679256;13426;646.45;119.99;180;600;600;700;1736
MORADA NOVA DE MINAS;MG;153623;249;616.96;233.7;205;425;600;750;1362
MORAUJO;CE;1122692;1647;681.66;161.42;238;600;650;750;1878
MOREILANDIA;PE;2510529;3787;662.93;143.63;300;600;600;750;1828
MOREIRA SALES;PR;955738;1489;641.87;141.31;205;600;600;700;1402
MORENO;PE;7582321;11647;651.01;139.96;180;600;600;700;2142
MORMACO;RS;106817;165;647.38;142.67;230;600;650;750;1102
MORPARA;BA;1330507;1952;681.61;161.15;50;600;650;750;1836
MORRETES;PR;1024946;1513;677.43;182.54;205;600;650;750;1870
MORRINHOS;CE;2572244;3741;687.58;182.45;205;600;650;750;2146
MORRINHOS;GO;1155297;1709;676.01;226.69;205;540;650;800;1970
MORRINHOS DO SUL;RS;61844;91;679.6;168.07;325;600;650;750;1252
MORRO AGUDO;SP;1299606;1951;666.12;166.24;205;600;650;750;1938
MORRO AGUDO DE GOIAS;GO;239166;345;693.23;154.28;230;600;650;750;1660
MORRO CABECA NO TEMPO;PI;771277;1076;716.8;182.53;300;600;650;800;2020
MORRO DA FUMACA;SC;266337;373;714.04;214.1;205;600;690;800;1644
MORRO DA GARCA;MG;119153;191;623.84;184.11;205;540;600;700;1644
MORRO DO CHAPEU;BA;4153824;6126;678.06;159.46;180;600;650;750;1970
MORRO DO CHAPEU DO PIAUI;PI;924120;1350;684.53;158.8;180;600;650;750;1686
MORRO DO PILAR;MG;306771;451;680.2;157.6;230;600;650;750;1886
MORRO GRANDE;SC;127175;184;691.17;167.13;230;600;650;750;1394
MORRO REDONDO;RS;301258;469;642.34;162.57;205;600;600;700;1544
MORRO REUTER;RS;58685;87;674.54;188.18;300;600;640;750;1152
MORROS;MA;3249368;4496;722.72;198.8;230;600;650;800;2254
MORTUGABA;BA;1111629;1655;671.68;144.1;205;600;650;750;1536
MORUNGABA;SP;436460;617;707.39;205.92;205;600;650;800;2804
MOSSAMEDES;GO;153532;251;611.68;234.3;180;375;640;750;1394
MOSSORO;RN;22410595;34934;641.51;134.02;180;600;600;700;2220
MOSTARDAS;RS;745221;1067;698.43;181.77;205;600;650;750;1828
MOTUCA;SP;172531;262;658.52;169.45;205;600;650;750;1486
MOZARLANDIA;GO;999007;1451;688.5;172.76;180;600;650;790;1736
MUANA;PA;5137166;6746;761.51;211.2;205;600;750;850;2638
MUCAJAI;RR;3395458;4776;710.94;172.9;230;600;650;766;1828
MUCAMBO;CE;1628867;2435;668.94;147.84;205;600;650;750;1828
MUCUGE;BA;1375558;1993;690.19;140.8;180;600;650;750;1636
MUCUM;RS;70441;100;704.41;194.71;300;600;650;800;1444
MUCURI;BA;3191412;4634;688.69;169.27;180;600;650;750;2370
MUCURICI;ES;427380;645;662.6;175.91;205;600;650;750;1586
MUITOS CAPOES;RS;116252;158;735.77;172.04;325;600;700;800;1736
MULITERNO;RS;71962;100;719.62;232.28;325;600;700;800;1494
MULUNGU;CE;1713257;2553;671.08;155.91;205;600;650;750;1817
MULUNGU;PB;1354932;2042;663.53;159.49;205;600;600;750;2028
MULUNGU DO MORRO;BA;2194822;3225;680.56;137.21;205;600;650;750;1686
MUNDO NOVO;BA;3751133;5793;647.53;127.31;255;600;600;700;1804
MUNDO NOVO;GO;368259;540;681.96;185.35;230;600;650;750;1970
MUNDO NOVO;MS;1082470;1580;685.11;179.89;180;600;650;750;2170
MUNHOZ;MG;348251;486;716.57;202.06;205;600;700;800;1636
MUNHOZ DE MELO;PR;210717;304;693.15;168.86;205;600;650;750;1302
MUNIZ FERREIRA;BA;974760;1532;636.27;116.32;205;600;600;700;1244
MUNIZ FREIRE;ES;1142353;1609;709.98;183.1;180;600;700;800;1736
MUQUEM DE SAO FRANCISCO;BA;1767869;2514;703.21;171.16;205;600;650;750;2120
MUQUI;ES;1370982;2073;661.35;142.25;180;600;600;750;1619
MURIAE;MG;4560717;6835;667.26;161.24;180;600;650;750;2078
MURIBECA;SE;1257919;1897;663.11;134.53;325;600;600;750;1678
MURICI;AL;3161103;4340;728.36;192.1;205;600;700;800;2262
MURICI DOS PORTELAS;PI;1039650;1488;698.69;178.55;180;600;650;750;2078
MURICILANDIA;TO;353672;491;720.31;205.83;205;600;650;800;1978
MURITIBA;BA;4351958;6678;651.69;133.96;180;600;600;700;2312
MURUTINGA DO SUL;SP;289223;455;635.65;129.56;300;600;600;700;1252
MUTUIPE;BA;2456678;3683;667.03;140.68;180;600;650;750;1678
MUTUM;MG;1471247;2039;721.55;186.03;205;650;700;800;2470
MUTUNOPOLIS;GO;336685;480;701.43;120.1;300;600;650;750;1160
MUZAMBINHO;MG;739685;1066;693.89;217.89;205;600;650;800;2052
NACIP RAYDAN;MG;230371;333;691.8;172.34;300;600;650;750;1594
NANTES;SP;124482;181;687.75;234.12;230;600;650;750;2730
NANUQUE;MG;2337435;3517;664.61;167.88;180;600;650;750;2412
NAO-ME-TOQUE;RS;190880;291;655.95;185.65;205;600;650;750;1920
NAQUE;MG;590900;854;691.92;175.27;255;600;650;750;1736
NARANDIBA;SP;170114;247;688.72;186.44;205;600;650;758;1352
NATAL;RN;49541655;75954;652.26;143.44;180;600;640;750;2320
NATALANDIA;MG;331448;466;711.26;148.07;300;600;650;769;1444
NATERCIA;MG;177459;267;664.64;160.77;255;600;650;750;1320
NATIVIDADE;RJ;1253774;1881;666.55;151.18;205;600;600;750;1786
NATIVIDADE;TO;731843;1028;711.91;193.8;180;600;650;800;1786
NATIVIDADE DA SERRA;SP;232244;334;695.34;240.79;205;600;661;800;1586
NATUBA;PB;1087223;1551;700.98;188.89;205;600;650;750;2120
NAVEGANTES;SC;2650666;3669;722.45;197.9;205;600;700;800;2120
NAVIRAI;MS;2779093;3985;697.39;162.62;180;600;650;771;2320
NAZARE;BA;3233832;4927;656.35;133.51;205;600;640;750;2112
NAZARE;TO;422535;618;683.71;178.71;205;600;650;750;1536
NAZARE DA MATA;PE;3158945;4803;657.7;152.22;180;600;600;750;2420
NAZARE DO PIAUI;PI;1143303;1678;681.35;148.28;300;600;602;750;1928
NAZARE PAULISTA;SP;1108303;1570;705.93;173.54;205;600;650;750;1778
NAZARENO;MG;532034;800;665.04;157.18;205;600;650;750;1536
NAZAREZINHO;PB;1016333;1498;678.46;135.15;280;600;650;750;1758
NAZARIA;PI;1789769;2672;669.82;171.92;230;600;600;750;1878
NAZARIO;GO;435590;605;719.98;141.57;230;640;700;800;1586
NEOPOLIS;SE;2386600;3525;677.05;154.1;280;600;650;750;2404
NEPOMUCENO;MG;1257939;1789;703.15;179.85;180;600;650;800;1770
NEROPOLIS;GO;1087071;1522;714.24;214.18;205;600;700;810;1644
NEVES PAULISTA;SP;411126;601;684.07;152.35;205;600;650;750;1636
NHAMUNDA;AM;3313114;4421;749.4;245.12;180;600;700;810;2888
NHANDEARA;SP;274812;391;702.84;181.37;205;600;650;800;1544
NICOLAU VERGUEIRO;RS;70649;100;706.49;153.13;325;600;650;750;1302
NILO PECANHA;BA;1935984;2827;684.82;146.82;205;600;650;750;1910
NILOPOLIS;RJ;8325291;12656;657.81;145.83;180;600;600;750;1928
NINA RODRIGUES;MA;1986820;2603;763.28;248.54;180;600;700;810;2838
NINHEIRA;MG;1122059;1685;665.91;138.96;205;600;650;750;1644
NIOAQUE;MS;1038309;1490;696.85;193.62;205;600;650;800;1986
NIPOA;SP;324951;488;665.88;159.85;205;600;650;750;1444
NIQUELANDIA;GO;1854559;2768;670.0;184.68;180;600;650;750;1828
NISIA FLORESTA;RN;2991580;4303;695.23;180.34;50;600;650;750;1878
NITEROI;RJ;25623737;38618;663.52;132.69;180;600;600;750;2120
NOBRES;MT;1311918;1823;719.65;179.15;205;600;700;800;1878
NONOAI;RS;619513;940;659.06;176.39;180;590;650;750;1636
NORDESTINA;BA;2063927;3039;679.15;155.11;205;600;621;750;2170
NORMANDIA;RR;2491447;2751;905.65;367.99;205;600;790;1061;2704
NORTELANDIA;MT;451535;670;673.93;164.31;230;600;631;750;1445
NOSSA SENHORA APARECIDA;SE;1220017;1857;656.98;130.58;180;600;650;750;1728
NOSSA SENHORA DA GLORIA;SE;4354161;6550;664.76;167.3;180;600;650;750;2120
NOSSA SENHORA DAS DORES;SE;3733318;5763;647.81;133.12;180;600;600;700;1968
NOSSA SENHORA DAS GRACAS;PR;93101;141;660.29;172.32;255;600;600;750;1352
NOSSA SENHORA DE LOURDES;SE;795266;1166;682.05;148.24;205;600;650;750;1870
NOSSA SENHORA DE NAZARE;PI;677282;1019;664.65;145.32;205;600;650;750;1576
NOSSA SENHORA DO LIVRAMENTO;MT;995848;1426;698.35;196.18;180;600;650;800;2120
NOSSA SENHORA DO SOCORRO;SE;22614107;34466;656.13;152.92;180;600;600;750;2594
NOSSA SENHORA DOS REMEDIOS;PI;1821417;2662;684.23;165.65;280;600;640;750;1978
NOVA ALIANCA;SP;205737;289;711.89;175.61;288;600;650;800;1628
NOVA ALIANCA DO IVAI;PR;46541;71;655.51;174.66;180;600;642;770;1110
NOVA ALVORADA;RS;51016;71;718.54;138.67;400;600;700;800;1160
NOVA ALVORADA DO SUL;MS;874045;1269;688.77;220.15;180;600;700;800;1786
NOVA AMERICA;GO;218827;316;692.49;144.76;238;600;650;750;1344
NOVA AMERICA DA COLINA;PR;194084;313;620.08;183.79;205;540;600;700;1376
NOVA ANDRADINA;MS;2328301;3291;707.48;180.81;205;600;690;800;2212
NOVA ARACA;RS;38711;52;744.44;205.52;205;637;750;850;1394
NOVA AURORA;GO;139183;209;665.95;139.43;300;600;650;750;1386
NOVA AURORA;PR;427798;632;676.9;149.43;230;600;650;750;1536
NOVA BANDEIRANTES;MT;1014469;1415;716.94;185.65;205;600;700;800;1736
NOVA BASSANO;RS;58677;84;698.54;277.13;230;570;700;800;1736
NOVA BELEM;MG;402906;582;692.28;150.58;300;600;650;750;1436
NOVA BOA VISTA;RS;11758;15;783.87;303.61;482;650;750;800;1786
NOVA BRASILANDIA;MT;208531;283;736.86;200.71;180;650;750;810;1694
NOVA BRASILANDIA D'OESTE;RO;1142352;1674;682.41;159.61;205;600;650;766;1302
NOVA BRESCIA;RS;24233;32;757.28;319.54;300;600;650;964;1736
NOVA CAMPINA;SP;758334;1161;653.17;179.51;205;600;640;750;1786
NOVA CANAA;BA;2340552;3542;660.8;132.92;230;600;600;700;2212
NOVA CANAA DO NORTE;MT;351307;512;686.15;219.67;255;600;690;800;1526
NOVA CANAA PAULISTA;SP;66944;109;614.17;188.66;205;600;600;650;1344
NOVA CANDELARIA;RS;13117;20;655.85;245.4;305;473;625;762;1110
NOVA CANTU;PR;390111;585;666.86;208.51;205;600;650;800;1644
NOVA CASTILHO;SP;24382;39;625.18;239.79;255;480;601;725;1444
NOVA COLINAS;MA;627420;876;716.23;184.0;233;600;700;800;1828
NOVA CRIXAS;GO;734929;1034;710.76;160.51;205;640;700;800;1694
NOVA CRUZ;RN;4501955;6707;671.23;156.05;180;600;650;750;2354
NOVA ERA;MG;852434;1266;673.33;166.33;205;600;650;750;1960
NOVA ERECHIM;SC;83414;117;712.94;199.64;230;600;700;800;1394
NOVA ESPERANCA;PR;965402;1385;697.04;168.09;230;600;651;800;1636
NOVA ESPERANCA DO PIRIA;PA;3739929;5301;705.51;177.05;238;600;650;760;2846
NOVA ESPERANCA DO SUDOESTE;PR;170498;243;701.64;184.5;300;600;690;800;1402
NOVA ESPERANCA DO SUL;RS;135594;203;667.95;186.98;230;600;650;750;1594
NOVA EUROPA;SP;229742;343;669.8;209.82;205;590;650;800;1594
NOVA FATIMA;BA;1196148;1845;648.32;120.81;300;600;600;700;1578
NOVA FATIMA;PR;308201;451;683.37;171.91;180;600;650;800;1334
NOVA FLORESTA;PB;1455264;2158;674.36;160.46;205;600;650;750;2070
NOVA FRIBURGO;RJ;7548764;11157;676.59;151.35;180;600;650;750;2270
NOVA GLORIA;GO;608024;898;677.09;140.64;180;600;650;750;1354
NOVA GRANADA;SP;701087;1054;665.17;170.78;205;600;650;750;1434
NOVA GUARITA;MT;186309;257;724.94;241.18;300;600;700;800;1736
NOVA GUATAPORANGA;SP;140250;212;661.56;163.19;300;600;640;740;1586
NOVA HARTZ;RS;453170;683;663.5;202.32;205;600;650;750;1678
NOVA IBIA;BA;867724;1299;667.99;154.61;180;600;600;750;2062
NOVA IGUACU;RJ;93286330;143350;650.76;134.72;180;600;600;700;2838
NOVA IGUACU DE GOIAS;GO;176749;250;707.0;147.81;230;600;700;800;1252
NOVA INDEPENDENCIA;SP;201296;308;653.56;174.32;205;600;650;750;1210
NOVA IORQUE;MA;749752;1126;665.85;138.9;325;600;640;750;1636
NOVA IPIXUNA;PA;1216996;1615;753.56;223.38;205;640;750;846;2212
NOVA ITABERABA;SC;98726;148;667.07;234.98;205;600;650;750;1786
NOVA ITARANA;BA;1386827;2075;668.35;165.02;255;600;600;750;2026
NOVA LACERDA;MT;480781;656;732.9;181.32;300;600;700;800;1778
NOVA LARANJEIRAS;PR;1161909;1661;699.52;176.64;205;600;650;750;1578
NOVA LIMA;MG;2796638;4081;685.28;176.7;180;600;650;760;1778
NOVA LONDRINA;PR;455089;668;681.27;182.45;180;600;650;800;1728
NOVA LUZITANIA;SP;157455;234;672.88;146.18;205;600;650;750;1352
