Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
JOSE RAYDAN;MG;504689;737;684.79;133.49;255;600;650;750;1286
JOSELANDIA;MA;2198122;3025;726.65;174.78;205;600;700;800;1970
JOSENOPOLIS;MG;463966;692;670.47;167.51;180;600;632;750;1678
JOVIANIA;GO;171772;251;684.35;186.66;205;600;650;800;1736
JUARA;MT;1349051;1787;754.93;238.95;180;600;750;860;2270
JUAREZ TAVORA;PB;1634756;2537;644.37;134.07;300;600;600;700;2234
JUARINA;TO;173933;239;727.75;194.87;280;600;700;800;1586
JUATUBA;MG;2191950;3245;675.49;156.53;180;600;650;750;1736
JUAZEIRINHO;PB;2103024;2895;726.43;198.02;205;600;700;800;2028
JUAZEIRO;BA;25772147;37389;689.3;170.84;180;600;650;750;2538
JUAZEIRO DO NORTE;CE;21773181;31307;695.47;160.37;180;600;650;750;2254
JUAZEIRO DO PIAUI;PI;786726;1180;666.72;135.42;263;600;650;750;1520
JUCAS;CE;3045690;4418;689.38;158.44;205;600;650;750;2078
JUCATI;PE;1565611;2271;689.39;164.03;205;600;650;750;2686
JUCURUCU;BA;1707696;2550;669.68;136.51;300;600;602;750;2070
JUCURUTU;RN;2068720;3337;619.93;141.06;50;600;600;666;1736
JUINA;MT;1500765;2094;716.7;204.05;205;600;700;800;2500
JUIZ DE FORA;MG;17419380;25544;681.94;171.07;180;600;650;750;2162
JULIO BORGES;PI;816901;1161;703.62;179.35;230;600;650;760;1678
JULIO DE CASTILHOS;RS;776472;1174;661.39;187.38;205;590;650;750;2062
JULIO MESQUITA;SP;312495;458;682.3;157.42;205;600;650;750;1694
JUMIRIM;SP;74547;116;642.65;246.62;255;440;600;762;1586
JUNCO DO MARANHAO;MA;768707;1036;742.0;209.6;205;600;700;800;1978
JUNCO DO SERIDO;PB;927902;1416;655.3;135.78;230;600;618;750;1452
JUNDIA;AL;577227;823;701.37;180.08;300;600;650;795;1828
JUNDIA;RN;571259;851;671.28;149.56;205;600;650;750;1636
JUNDIAI;SP;4476140;6336;706.46;171.12;180;600;650;800;2070
JUNDIAI DO SUL;PR;240584;345;697.34;189.16;255;600;650;782;2062
JUNQUEIRO;AL;3066828;4603;666.27;155.08;180;600;650;750;1968
JUNQUEIROPOLIS;SP;802370;1200;668.64;168.82;205;600;650;750;1686
JUPI;PE;2067755;2971;695.98;161.54;205;600;650;750;1828
JUPIA;SC;89787;133;675.09;155.75;230;600;650;750;1152
JUQUIA;SP;1123141;1621;692.87;191.87;205;600;650;766;1786
JUQUITIBA;SP;2269046;3280;691.78;179.82;180;600;650;750;2070
JURAMENTO;MG;444081;677;655.95;160.0;255;600;600;750;1636
JURANDA;PR;369022;532;693.65;186.91;230;600;650;750;2152
JUREMA;PE;2742197;4113;666.71;149.37;205;600;600;750;2120
JUREMA;PI;1124999;1712;657.13;132.11;238;600;600;750;1594
JURIPIRANGA;PB;1274753;1905;669.16;161.93;180;600;640;750;1500
JURU;PB;1249629;1848;676.21;126.02;280;600;650;750;1444
JURUA;AM;1661496;2130;780.05;208.85;238;650;750;850;2112
JURUAIA;MG;222475;332;670.11;217.46;230;597;650;800;1686
JURUENA;MT;525332;689;762.46;198.61;230;650;750;850;1786
JURUTI;PA;5246202;6331;828.65;297.8;180;650;750;950;2646
JUSCIMEIRA;MT;482362;688;701.11;192.89;205;600;675;800;1978
JUSSARA;BA;2416049;3629;665.76;145.16;205;600;650;750;1978
JUSSARA;GO;1141257;1675;681.35;153.06;205;600;650;750;1352
JUSSARA;PR;176264;297;593.48;189.76;205;440;600;650;1360
JUSSARI;BA;1131289;1726;655.44;135.25;325;600;600;690;1778
JUSSIAPE;BA;708025;1058;669.21;116.3;300;600;650;750;1394
JUTAI;AM;4016887;4499;892.84;312.1;300;700;800;1002;2796
JUTI;MS;560778;790;709.85;208.83;205;600;689;800;2120
JUVENILIA;MG;684675;984;695.81;153.04;280;600;650;750;1636
KALORE;PR;283993;416;682.68;123.28;325;600;650;750;1202
LABREA;AM;8988454;12730;706.08;193.67;205;600;650;750;2262
LACERDOPOLIS;SC;7529;10;752.9;264.57;425;600;650;900;1344
LADAINHA;MG;1582280;2157;733.56;191.85;230;600;700;800;2112
LADARIO;MS;1348136;1841;732.28;221.7;180;600;700;810;1920
LAFAIETE COUTINHO;BA;427773;645;663.21;151.08;300;600;650;750;1444
LAGAMAR;MG;500739;747;670.33;138.13;300;600;650;750;1818
LAGARTO;SE;16066544;24708;650.26;129.55;180;600;600;700;2204
LAGES;SC;6658239;9700;686.42;170.78;180;600;650;750;2060
LAGO DA PEDRA;MA;6548226;9180;713.31;150.49;205;600;695;800;2120
LAGO DO JUNCO;MA;1358041;1976;687.27;160.11;205;600;650;750;1970
LAGO DOS RODRIGUES;MA;1110238;1550;716.28;163.96;205;600;700;800;2078
LAGO VERDE;MA;2417867;3225;749.73;177.38;180;650;750;800;2220
LAGOA;PB;649422;972;668.13;134.44;300;600;650;750;1836
LAGOA ALEGRE;PI;2029573;3049;665.65;146.71;205;600;600;750;1828
LAGOA BONITA DO SUL;RS;89100;139;641.01;158.4;205;600;650;700;1252
LAGOA D'ANTA;RN;1007813;1540;654.42;149.95;205;600;616;750;1832
LAGOA DA CANOA;AL;2846837;4107;693.17;142.34;180;600;650;750;1736
LAGOA DA CONFUSAO;TO;967773;1338;723.3;227.85;180;600;700;800;2462
LAGOA DA PRATA;MG;1916938;2819;680.01;165.92;205;600;650;750;1786
LAGOA DE DENTRO;PB;1212078;1753;691.43;162.85;300;600;650;750;1928
LAGOA DE PEDRAS;RN;1114634;1700;655.67;139.89;205;600;650;750;1636
LAGOA DE SAO FRANCISCO;PI;821538;1210;678.96;172.3;205;600;650;750;2730
LAGOA DE VELHOS;RN;392597;583;673.41;163.53;325;600;650;750;1744
LAGOA DO BARRO DO PIAUI;PI;587026;867;677.08;160.21;230;600;650;750;1478
LAGOA DO CARRO;PE;2297727;3502;656.12;137.29;180;600;640;750;1594
LAGOA DO ITAENGA;PE;2147267;3171;677.16;144.87;205;600;650;750;1736
LAGOA DO MATO;MA;1703933;2456;693.78;152.21;205;600;650;750;1678
LAGOA DO OURO;PE;1799882;2642;681.26;149.61;180;600;650;750;2412
LAGOA DO PIAUI;PI;752046;1090;689.95;159.28;205;600;650;750;1636
LAGOA DO SITIO;PI;862434;1298;664.43;136.23;50;600;600;750;1536
LAGOA DO TOCANTINS;TO;367610;476;772.29;264.3;205;600;700;900;1970
LAGOA DOS GATOS;PE;2407647;3642;661.08;133.84;305;600;600;700;1728
LAGOA DOS PATOS;MG;463253;707;655.24;135.65;205;600;600;750;1344
LAGOA DOS TRES CANTOS;RS;13775;20;688.75;174.93;280;600;725;800;960
LAGOA DOURADA;MG;541677;742;730.02;190.55;263;600;700;800;1836
LAGOA FORMOSA;MG;959441;1378;696.26;147.05;230;600;650;750;2012
LAGOA GRANDE;MG;516121;765;674.67;192.15;180;600;650;800;1728
LAGOA GRANDE;PE;3728581;5627;662.62;147.24;180;600;600;750;2362
LAGOA GRANDE DO MARANHAO;MA;1804541;2418;746.29;192.94;263;600;750;800;2746
LAGOA NOVA;RN;1792507;2699;664.14;168.4;180;600;650;750;2052
LAGOA REAL;BA;1441245;2120;679.83;146.88;213;600;650;750;1786
LAGOA SALGADA;RN;2252969;3498;644.07;132.78;205;600;600;700;1986
LAGOA SANTA;GO;154692;221;699.96;131.58;300;600;650;750;1336
LAGOA SANTA;MG;2190911;3174;690.27;175.48;205;600;650;750;1986
LAGOA SECA;PB;2850128;4272;667.16;166.92;205;600;650;750;2212
LAGOA VERMELHA;RS;1177461;1738;677.48;172.02;205;600;650;750;1728
LAGOAO;RS;440476;644;683.97;140.58;238;600;650;750;1436
LAGOINHA;SP;276775;397;697.17;160.59;325;600;650;750;1528
LAGOINHA DO PIAUI;PI;408194;619;659.44;161.62;263;600;600;750;1636
LAGUNA;SC;890081;1302;683.63;184.46;180;600;650;800;1636
LAGUNA CARAPA;MS;419382;570;735.76;200.76;325;600;700;800;1936
LAJE;BA;2840002;4272;664.79;137.34;180;600;650;750;1828
LAJE DO MURIAE;RJ;524528;839;625.18;151.19;180;540;600;700;1244
LAJEADO;RS;1173841;1675;700.8;181.22;205;600;650;800;1636
LAJEADO;TO;176281;252;699.53;227.83;230;590;650;800;1444
LAJEADO DO BUGRE;RS;238641;353;676.04;150.22;205;600;650;750;1352
LAJEADO GRANDE;SC;51974;74;702.35;225.12;230;600;695;800;1694
LAJEADO NOVO;MA;1145732;1612;710.75;166.46;245;600;650;760;1676
LAJEDAO;BA;522416;786;664.65;157.58;180;600;650;750;1594
LAJEDINHO;BA;591284;907;651.91;150.14;205;600;600;700;1578
LAJEDO;PE;6125529;9101;673.06;146.36;50;600;650;750;2454
LAJEDO DO TABOCAL;BA;1000027;1529;654.04;159.74;180;600;600;728;2120
LAJES;RN;942793;1467;642.67;150.56;205;595;600;740;1728
LAJES PINTADAS;RN;693369;1074;645.59;143.49;205;600;600;740;1494
LAJINHA;MG;2008907;2807;715.68;146.71;205;640;700;800;1594
LAMARAO;BA;1974970;3000;658.32;122.6;205;600;600;700;1728
LAMBARI;MG;1059963;1540;688.29;158.82;280;600;650;750;1544
LAMBARI D'OESTE;MT;416805;612;681.05;181.67;180;600;650;750;1910
LAMIM;MG;272063;398;683.58;135.12;300;600;650;750;1386
LANDRI SALES;PI;961217;1480;649.47;127.35;300;600;600;700;1670
LAPA;PR;1932194;2898;666.73;162.5;180;600;650;750;2270
LAPAO;BA;3361514;5010;670.96;152.51;180;600;650;750;2020
LARANJA DA TERRA;ES;631230;920;686.12;158.29;255;600;650;750;1544
LARANJAL;MG;444306;686;647.68;131.51;180;600;600;700;1394
LARANJAL;PR;599974;859;698.46;162.53;205;600;650;800;1452
LARANJAL DO JARI;AP;6190002;8959;690.93;158.19;180;600;650;750;2354
LARANJAL PAULISTA;SP;1149527;1681;683.84;158.0;205;600;650;750;1594
LARANJEIRAS;SE;2603339;3828;680.08;183.43;180;600;650;750;2688
LARANJEIRAS DO SUL;PR;923728;1330;694.53;182.14;180;600;655;800;1736
LASSANCE;MG;802244;1218;658.66;147.46;205;600;600;750;1878
LASTRO;PB;386781;557;694.4;140.99;325;600;650;760;1352
LAURENTINO;SC;90006;127;708.71;244.08;230;600;700;800;1694
LAURO DE FREITAS;BA;17227750;25725;669.69;145.34;180;600;650;750;2888
LAURO MULLER;SC;326120;471;692.4;173.45;205;600;650;800;1295
LAVANDEIRA;TO;133477;213;626.65;184.96;180;532;600;750;1362
LAVINIA;SP;150127;218;688.66;205.11;280;600;650;750;1736
LAVRAS;MG;3249850;4783;679.46;185.43;180;600;650;750;2504
LAVRAS DA MANGABEIRA;CE;3940254;5920;665.58;144.27;205;600;640;750;2120
LAVRAS DO SUL;RS;386162;543;711.16;199.71;300;600;650;750;1778
LAVRINHAS;SP;501699;740;677.97;176.17;180;600;650;750;2112
LEANDRO FERREIRA;MG;133442;190;702.33;194.86;230;600;650;800;1402
LEBON REGIS;SC;626336;860;728.3;219.63;205;600;700;800;1878
LEME;SP;3500743;5138;681.34;170.25;180;600;650;750;2062
LEME DO PRADO;MG;288948;427;676.69;164.82;230;600;650;750;1636
LENCOIS;BA;1313200;2007;654.31;163.97;180;600;640;750;2262
LENCOIS PAULISTA;SP;1346651;1967;684.62;195.03;180;600;650;800;2170
LEOBERTO LEAL;SC;86067;130;662.05;237.66;280;460;650;790;1352
LEOPOLDINA;MG;2301259;3289;699.68;193.86;180;600;650;790;1978
LEOPOLDO DE BULHOES;GO;506381;716;707.24;159.47;205;600;700;800;1544
LEOPOLIS;PR;133561;202;661.19;185.61;205;600;650;750;1586
LIBERATO SALZANO;RS;180934;263;687.96;151.88;263;600;650;750;1394
LIBERDADE;MG;340095;510;666.85;130.14;280;600;650;750;1344
LICINIO DE ALMEIDA;BA;1262596;1853;681.38;132.03;280;600;650;750;1644
LIDIANOPOLIS;PR;214139;332;645.0;176.62;180;600;640;750;1344
LIMA CAMPOS;MA;1379307;2024;681.48;183.36;180;600;650;760;1736
LIMA DUARTE;MG;1021774;1501;680.73;175.82;205;600;650;750;2128
LIMEIRA;SP;10307278;15136;680.98;151.86;180;600;650;750;2170
LIMEIRA DO OESTE;MG;234742;337;696.56;169.05;300;600;650;782;1928
LIMOEIRO;PE;6196489;9505;651.92;135.03;180;600;600;710;1878
LIMOEIRO DE ANADIA;AL;3945880;5983;659.52;144.92;205;600;600;750;1710
LIMOEIRO DO AJURU;PA;4453803;5924;751.82;192.47;180;600;710;800;2504
LIMOEIRO DO NORTE;CE;5523080;8378;659.24;138.79;180;600;650;750;1818
LINDOESTE;PR;413678;605;683.77;174.08;205;600;650;800;1494
LINDOIA;SP;242285;348;696.22;196.75;205;600;650;800;1568
LINDOIA DO SUL;SC;54669;77;709.99;237.1;255;600;700;800;1584
LINDOLFO COLLOR;RS;158831;221;718.69;184.4;230;600;700;800;1444
LINHA NOVA;RS;8361;12;696.75;139.74;490;637;650;742;960
LINHARES;ES;6330848;9105;695.32;185.94;50;600;690;800;2220
LINS;SP;1872045;2721;688.0;189.68;180;600;650;750;2220
LIVRAMENTO;PB;986692;1421;694.36;160.34;300;600;650;750;1636
LIVRAMENTO DE NOSSA SENHORA;BA;4170977;5997;695.51;135.23;205;600;650;750;2312
LIZARDA;TO;339133;436;777.83;242.77;325;600;750;900;1970
LOANDA;PR;557754;809;689.44;210.18;180;600;700;800;1544
LOBATO;PR;196669;300;655.56;174.06;205;600;640;750;1736
LOGRADOURO;PB;608224;931;653.3;148.28;255;600;600;741;1686
LONDRINA;PR;18189347;26825;678.07;165.5;180;600;650;750;1962
LONTRA;MG;1182847;1741;679.41;135.06;205;600;650;750;1786
LONTRAS;SC;68684;98;700.86;247.75;230;592;700;812;1594
LORENA;SP;4014448;6050;663.55;153.13;180;600;650;750;1594
LORETO;MA;1680066;2438;689.12;152.11;288;600;650;750;1928
LOURDES;SP;114061;175;651.78;150.74;255;600;600;750;1152
LOUVEIRA;SP;1287663;1872;687.85;173.84;205;600;650;750;2012
LUCAS DO RIO VERDE;MT;1802114;2565;702.58;219.27;180;600;700;800;2077
LUCELIA;SP;713287;1056;675.46;175.31;180;600;650;750;1736
LUCENA;PB;1542082;2310;667.57;204.9;180;600;650;750;2596
LUCIANOPOLIS;SP;88481;133;665.27;183.31;205;600;650;750;1260
LUCIARA;MT;232656;316;736.25;183.02;300;600;700;820;1686
LUCRECIA;RN;553750;878;630.69;127.48;205;600;600;664;1352
LUIS ANTONIO;SP;551357;820;672.39;162.99;205;600;650;750;1302
LUIS CORREIA;PI;4424261;6463;684.55;174.22;180;600;650;750;2404
LUIS DOMINGUES;MA;1495177;2194;681.48;166.88;205;600;650;750;1636
LUIS EDUARDO MAGALHAES;BA;10354036;15234;679.67;151.47;180;600;650;750;2204
LUIS GOMES;RN;1088973;1582;688.35;154.42;205;600;650;750;1678
LUISBURGO;MG;583569;826;706.5;166.77;300;600;700;800;1628
LUISLANDIA;MG;806758;1165;692.5;186.49;180;600;650;760;2112
LUIZ ALVES;SC;128210;192;667.76;235.66;205;487;650;800;1444
LUIZIANA;PR;408220;618;660.55;206.64;180;590;650;750;2086
LUIZIANIA;SP;310552;443;701.02;174.41;300;600;650;800;1636
LUMINARIAS;MG;293170;423;693.07;162.0;205;600;650;750;1586
LUNARDELLI;PR;232056;382;607.48;173.28;180;490;600;700;1518
LUPERCIO;SP;155656;228;682.7;158.97;205;600;650;760;1252
LUPIONOPOLIS;PR;302976;465;651.56;157.72;180;600;600;750;1978
LUTECIA;SP;112361;169;664.86;178.52;230;600;600;750;1452
LUZ;MG;778091;1175;662.21;152.9;180;600;650;750;1402
LUZERNA;SC;7788;13;599.08;192.63;280;375;650;750;800
LUZIANIA;GO;16194764;23205;697.9;172.89;180;600;650;750;2220
LUZILANDIA;PI;4026343;5864;686.62;147.25;213;600;650;750;1878
LUZINOPOLIS;TO;267050;406;657.76;238.13;180;540;600;750;1628
MACAE;RJ;14341412;21159;677.79;148.11;180;600;650;750;2354
MACAIBA;RN;9410369;14530;647.65;135.36;180;600;600;710;1960
MACAJUBA;BA;1884689;2850;661.29;147.11;205;600;600;750;1728
MACAMBARA;RS;415607;599;693.83;113.67;375;600;650;750;1302
MACAMBIRA;SE;1096002;1670;656.29;133.52;205;600;600;700;1686
MACAPA;AP;40954047;57109;717.12;193.54;180;600;700;800;2796
MACAPARANA;PE;2471429;3630;680.83;168.02;180;600;650;750;2162
MACARANI;BA;2486181;3744;664.04;144.15;205;600;600;740;2028
MACATUBA;SP;268897;411;654.25;243.1;180;490;640;800;1536
MACAU;RN;2182438;3439;634.61;159.54;180;590;600;740;1870
MACAUBAL;SP;344336;497;692.83;158.41;255;600;650;750;1634
MACAUBAS;BA;4600249;6587;698.38;153.24;180;600;650;750;2212
MACEDONIA;SP;97140;145;669.93;188.22;300;600;650;750;1386
MACEIO;AL;67887479;99669;681.13;147.29;180;600;650;750;2412
MACHACALIS;MG;998924;1546;646.13;127.13;205;600;600;700;1586
MACHADINHO;RS;101381;163;621.97;186.14;205;490;650;750;1294
MACHADINHO D'OESTE;RO;1709115;2425;704.79;205.86;180;600;700;800;1886
MACHADO;MG;1477442;2125;695.27;203.31;180;600;650;800;2412
MACHADOS;PE;1907315;2762;690.56;150.11;230;600;650;750;1928
MACIEIRA;SC;26091;35;745.46;159.01;375;650;700;800;1152
MACUCO;RJ;509748;754;676.06;179.51;205;600;650;750;1678
MACURURE;BA;1334116;1908;699.22;171.42;205;600;650;750;1778
MADALENA;CE;2414502;3611;668.65;165.87;205;600;640;750;1978
MADEIRO;PI;1097434;1540;712.62;159.25;300;600;700;800;1928
MADRE DE DEUS;BA;2186178;3345;653.57;124.39;180;600;600;740;1686
MADRE DE DEUS DE MINAS;MG;204743;296;691.7;194.78;230;600;700;800;1586
MAE D'AGUA;PB;530440;786;674.86;166.66;300;600;650;750;1686
MAE DO RIO;PA;4679118;6821;685.99;150.69;205;600;650;750;1870
MAETINGA;BA;1122270;1689;664.46;132.93;205;600;600;750;2128
MAFRA;SC;1143243;1612;709.21;188.77;180;600;650;800;1744
MAGALHAES BARATA;PA;1003088;1440;696.59;188.78;205;600;650;760;1928
MAGALHAES DE ALMEIDA;MA;1709252;2450;697.65;197.71;180;600;650;766;1836
MAGDA;SP;74545;112;665.58;176.69;205;600;650;750;1202
MAGE;RJ;23932125;36294;659.4;148.52;180;600;616;750;2444
MAIQUINIQUE;BA;1321752;2039;648.24;140.54;230;600;600;700;1636
MAIRI;BA;2848235;4427;643.38;127.14;205;600;600;700;1626
MAIRINQUE;SP;1480925;2115;700.2;194.1;205;600;650;800;1878
MAIRIPORA;SP;4576191;6558;697.8;154.34;205;600;650;750;2212
MAIRIPOTABA;GO;195429;294;664.72;142.61;205;600;650;750;1352
MAJOR GERCINO;SC;160145;214;748.34;197.89;245;600;745;860;1352
MAJOR ISIDORO;AL;2674992;3924;681.7;156.9;180;600;650;750;1928
MAJOR SALES;RN;422914;619;683.22;147.41;230;600;650;750;1444
MAJOR VIEIRA;SC;349735;501;698.07;160.0;325;600;650;750;1544
MALACACHETA;MG;1239418;1771;699.84;191.32;205;600;650;750;1978
MALHADA;BA;2463904;3562;691.72;161.59;180;600;650;750;1870
MALHADA DE PEDRAS;BA;958855;1426;672.41;121.42;205;600;650;750;1284
MALHADA DOS BOIS;SE;497276;723;687.8;171.88;325;600;650;750;2296
MALHADOR;SE;1983615;3024;655.96;132.45;205;600;600;740;1602
MALLET;PR;450703;673;669.69;182.38;205;600;650;750;1594
MALTA;PB;723869;1092;662.88;172.76;205;600;618;750;1676
MAMANGUAPE;PB;6278359;9392;668.48;152.69;205;600;632;750;1936
MAMBAI;GO;1047491;1482;706.81;147.7;300;600;650;780;1878
MAMBORE;PR;753682;1151;654.81;140.97;205;600;640;750;1344
MAMONAS;MG;611575;930;657.61;132.84;300;600;600;750;1544
MAMPITUBA;RS;146902;209;702.88;182.71;305;600;700;800;1302
MANACAPURU;AM;15284475;20986;728.32;201.3;180;600;700;800;2462
MANAIRA;PB;1759890;2582;681.6;141.85;180;600;650;750;2070
MANAQUIRI;AM;2918117;3993;730.81;217.79;180;600;650;800;2028
MANARI;PE;3589848;5220;687.71;153.3;230;600;650;750;2162
MANAUS;AM;171897008;242440;709.03;167.22;180;600;650;750;2754
MANCIO LIMA;AC;3091570;4132;748.2;214.11;230;600;700;800;2212
MANDAGUACU;PR;685538;956;717.09;195.79;230;600;700;800;1534
MANDAGUARI;PR;498211;752;662.51;220.54;205;600;600;752;1686
MANDIRITUBA;PR;1113455;1642;678.11;205.68;180;600;650;750;2738
MANDURI;SP;317029;463;684.73;198.92;230;600;650;766;1636
MANFRINOPOLIS;PR;50987;77;662.17;185.35;280;600;650;750;1252
MANGA;MG;2281081;3264;698.86;164.87;180;600;650;750;1978
MANGARATIBA;RJ;3042435;4525;672.36;144.16;180;600;650;750;1678
MANGUEIRINHA;PR;695299;1063;654.09;205.23;205;540;650;750;1970
MANHUACU;MG;2857932;3857;740.97;200.05;180;650;750;800;2078
MANHUMIRIM;MG;2258724;3431;658.33;141.91;205;600;600;750;2556
MANICORE;AM;6148602;7688;799.77;242.93;180;650;750;900;2454
MANOEL EMIDIO;PI;741136;1092;678.7;127.95;300;600;650;750;1494
MANOEL RIBAS;PR;960263;1393;689.35;171.94;205;600;650;750;1636
MANOEL URBANO;AC;1865111;2426;768.8;255.71;205;600;700;850;2396
MANOEL VIANA;RS;298729;447;668.3;150.73;205;600;650;750;1352
MANOEL VITORINO;BA;2277207;3425;664.88;135.8;205;600;640;750;1928
MANSIDAO;BA;2284820;3375;676.98;139.58;300;600;650;750;1670
MANTENA;MG;1528796;2271;673.18;171.11;180;600;650;750;2312
MANTENOPOLIS;ES;1098545;1585;693.09;152.87;255;600;650;750;1636
MAQUINE;RS;337224;473;712.95;183.96;205;600;685;800;1978
MAR DE ESPANHA;MG;449570;647;694.85;204.06;180;600;660;790;1927
MAR VERMELHO;AL;485207;712;681.47;139.9;300;600;650;750;1470
MARA ROSA;GO;541476;809;669.32;204.45;180;600;650;790;1820
MARAA;AM;2784258;3311;840.91;283.3;205;650;750;950;2546
MARABA;PA;19700281;27142;725.82;185.76;180;600;700;800;2604
MARABA PAULISTA;SP;237499;360;659.72;146.96;288;600;600;750;1536
MARACACUME;MA;3487436;4901;711.58;173.19;255;600;650;750;2420
MARACAI;SP;405722;642;631.97;179.48;205;590;600;750;1878
MARACAJA;SC;193315;271;713.34;178.99;280;600;700;800;1594
MARACAJU;MS;1100746;1531;718.97;234.69;180;600;700;810;2412
MARACANA;PA;4725823;6695;705.87;178.63;205;600;650;750;2404
MARACANAU;CE;20989804;30901;679.26;153.15;180;600;650;750;2688
MARACAS;BA;2712132;4072;666.04;145.9;180;600;650;750;1978
MARAGOGI;AL;4656632;6711;693.88;164.44;180;600;650;750;2404
MARAGOGIPE;BA;7491063;11662;642.35;112.25;205;600;600;700;1778
MARAIAL;PE;1888541;2785;678.11;151.25;230;600;600;750;1954
MARAJA DO SENA;MA;1076119;1402;767.56;214.17;220;650;750;850;1970
MARANGUAPE;CE;13693021;21199;645.93;131.44;180;600;600;700;1970
MARANHAOZINHO;MA;1475569;1942;759.82;226.78;50;600;700;810;2354
MARAPANIM;PA;3745580;5360;698.8;163.96;180;600;650;750;2296
MARAPOAMA;SP;129918;187;694.75;190.36;300;600;650;800;1494
MARATA;RS;37430;53;706.23;191.29;375;600;650;750;1302
MARATAIZES;ES;3267599;4811;679.19;157.01;205;600;650;750;1636
MARAU;BA;3630718;5317;682.85;158.59;180;600;650;750;2020
MARAU;RS;451389;674;669.72;211.33;205;562;650;800;1686
MARAVILHA;AL;1982470;2927;677.3;162.11;205;600;626;750;2462
MARAVILHA;SC;276830;421;657.55;207.44;205;590;650;792;1878
MARAVILHAS;MG;660246;975;677.18;131.33;230;600;650;750;1452
MARCACAO;PB;1604094;2364;678.55;181.86;180;600;640;750;2220
MARCELANDIA;MT;877018;1174;747.03;241.54;205;600;700;850;2604
MARCELINO RAMOS;RS;41316;66;626.0;222.3;300;600;600;749;1636
MARCELINO VIEIRA;RN;1016346;1542;659.11;127.45;205;600;650;750;1344
MARCIONILIO SOUZA;BA;2134137;3226;661.54;134.73;300;600;600;700;1668
MARCO;CE;3606991;4978;724.59;189.79;180;600;700;800;2120
MARCOLANDIA;PI;1618242;2337;692.44;161.81;205;600;650;750;1736
MARCOS PARENTE;PI;947974;1465;647.08;128.24;380;600;600;700;1536
MARECHAL CANDIDO RONDON;PR;801833;1129;710.22;230.61;205;600;700;800;1928
MARECHAL DEODORO;AL;6453902;9306;693.52;161.28;180;600;650;750;2454
MARECHAL FLORIANO;ES;399398;595;671.26;224.45;205;600;650;800;1778
MARECHAL THAUMATURGO;AC;3168580;4008;790.56;278.67;205;600;750;850;2596
MAREMA;SC;32034;49;653.76;179.78;325;600;650;750;1252
MARI;PB;4076585;6160;661.78;138.45;288;600;600;700;2220
MARIA DA FE;MG;883662;1252;705.8;179.2;280;600;650;760;1778
MARIA HELENA;PR;312729;451;693.41;149.73;325;600;650;750;1352
MARIALVA;PR;1213155;1725;703.28;205.56;205;600;700;800;1978
MARIANA;MG;3934799;5766;682.41;159.61;205;600;650;750;1970
MARIANA PIMENTEL;RS;168943;249;678.49;196.23;205;600;650;750;1636
MARIANO MORO;RS;18310;26;704.23;154.67;350;610;650;800;1010
MARIANOPOLIS DO TOCANTINS;TO;264209;362;729.86;209.95;280;600;700;850;1486
MARIAPOLIS;SP;215529;331;651.15;136.69;300;600;600;745;1252
MARIBONDO;AL;1609910;2348;685.65;161.72;230;600;650;750;2160
MARICA;RJ;9897951;14585;678.64;163.84;180;600;650;750;3038
MARILAC;MG;513564;752;682.93;150.13;300;600;650;750;1444
MARILANDIA;ES;485719;677;717.46;195.02;205;600;700;800;1596
MARILANDIA DO SUL;PR;560722;821;682.97;164.35;280;600;650;750;1394
MARILENA;PR;276227;422;654.57;185.58;180;600;650;750;1481
MARILIA;SP;5649283;8254;684.43;188.21;180;600;650;798;2304
MARILUZ;PR;558642;840;665.05;177.83;180;600;650;750;1384
MARINGA;PR;7661978;11163;686.37;184.96;180;600;650;766;2062
MARINOPOLIS;SP;66158;101;655.03;155.91;205;600;650;750;1110
MARIO CAMPOS;MG;912202;1321;690.54;176.04;180;600;650;750;1820
MARIOPOLIS;PR;142354;225;632.68;227.21;230;475;600;750;1674
MARIPA;PR;82065;113;726.24;239.12;280;600;700;850;1894
MARIPA DE MINAS;MG;120665;160;754.16;234.08;205;650;750;812;1744
MARITUBA;PA;14601453;22121;660.07;133.45;180;600;650;750;1928
MARIZOPOLIS;PB;939256;1403;669.46;129.77;230;600;650;750;1544
MARLIERIA;MG;227017;338;671.65;168.74;205;600;650;750;1334
MARMELEIRO;PR;747374;1076;694.59;146.02;180;600;650;750;1544
MARMELOPOLIS;MG;283698;411;690.26;159.7;230;600;650;750;1544
MARQUES DE SOUZA;RS;53247;75;709.96;186.92;255;600;750;800;1194
MARQUINHO;PR;383532;542;707.62;156.03;300;600;650;800;1494
MARTINHO CAMPOS;MG;715557;1040;688.04;155.04;230;600;650;750;1530
MARTINOPOLE;CE;1766451;2662;663.58;157.58;205;600;600;750;1694
MARTINOPOLIS;SP;1142158;1692;675.03;159.74;205;600;640;750;1602
MARTINS;RN;791993;1203;658.35;132.28;230;600;650;740;1352
MARTINS SOARES;MG;871117;1273;684.3;152.43;205;600;650;750;1812
MARUIM;SE;1966295;2941;668.58;150.07;205;600;650;750;1896
MARUMBI;PR;189583;282;672.28;159.9;325;600;650;750;1434
MARZAGAO;GO;162650;240;677.71;159.5;255;600;650;750;1352
MASCOTE;BA;1852767;2713;682.92;158.69;205;600;650;750;2012
